tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table 1a,2017,2,30140,31453,"Albuquerque, NM","Houston, TX",10140,12266,ABQ,IAH,759,88,282.18,UA,0.8683,280.88,AA,0.1104,280.77,"Albuquerque, NM
(35.084248, -106.649241)","Houston, TX
(29.760803, -95.369506)",201721014012266ABQIAH
Table 1a,2017,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,10800,ABQ,BUR,677,66,203.69,WN,0.9086,198.26,WN,0.9086,198.26,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721014010800ABQBUR
Table 1a,2017,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,188,287.74,WN,0.3828,263.42,WN,0.3828,263.42,"Albuquerque, NM
(35.084248, -106.649241)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721014010721ABQBOS
Table 1a,2017,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14771,ABQ,SFO,896,128,244.91,UA,0.3993,253.17,WN,0.3752,233.48,"Albuquerque, NM
(35.084248, -106.649241)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721014014771ABQSFO
Table 1a,2017,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12391,ABQ,ISP,1861,11,275.05,WN,0.9808,267.59,WN,0.9808,267.59,"Albuquerque, NM
(35.084248, -106.649241)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721014012391ABQISP
Table 1a,2017,2,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,13891,ABQ,ONT,677,73,203.96,WN,0.8045,194.17,WN,0.8045,194.17,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721014013891ABQONT
Table 1a,2017,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,13296,ABQ,MHT,1974,27,314.88,WN,0.9383,302.25,WN,0.9383,302.25,"Albuquerque, NM
(35.084248, -106.649241)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721014013296ABQMHT
Table 1a,2017,2,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,13796,ABQ,OAK,896,390,224.99,WN,0.9701,223.94,WN,0.9701,223.94,"Albuquerque, NM
(35.084248, -106.649241)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721014013796ABQOAK
Table 1a,2017,2,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,11278,ABQ,DCA,1670,227,297.23,AA,0.3832,316.73,WN,0.3789,265.92,"Albuquerque, NM
(35.084248, -106.649241)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721014011278ABQDCA
Table 1a,2017,2,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,11618,ABQ,EWR,1861,119,290.4,UA,0.403,292.8,WN,0.2366,249.38,"Albuquerque, NM
(35.084248, -106.649241)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721014011618ABQEWR
Table 1a,2017,2,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11298,AMA,DFW,323,119,208.64,AA,0.976,208.27,AA,0.976,208.27,"Amarillo, TX
(35.207009, -101.832013)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721027911298AMADFW
Table 1a,2017,2,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11259,AMA,DAL,323,206,179.02,WN,0.992,178.96,WN,0.992,178.96,"Amarillo, TX
(35.207009, -101.832013)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721027911259AMADAL
Table 1a,2017,2,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",10431,13303,AVL,MIA,677,16,340.86,AA,0.5035,336.33,AA,0.5035,336.33,"Asheville, NC
(35.595889, -82.550039)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721043113303AVLMIA
Table 1a,2017,2,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,11618,AVL,EWR,633,273,122.75,UA,0.5904,135.99,G4,0.3431,74.15,"Asheville, NC
(35.595889, -82.550039)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721043111618AVLEWR
Table 1a,2017,2,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",10431,11697,AVL,FLL,677,202,123.87,G4,0.9082,102.12,G4,0.9082,102.12,"Asheville, NC
(35.595889, -82.550039)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721043111697AVLFLL
Table 1a,2017,2,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12197,AVL,HPN,633,8,294.84,AA,0.5541,265.25,AA,0.5541,265.25,"Asheville, NC
(35.595889, -82.550039)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721043112197AVLHPN
Table 1a,2017,2,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12391,AVL,ISP,633,0,235.75,AA,1,235.75,AA,1,235.75,"Asheville, NC
(35.595889, -82.550039)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721043112391AVLISP
Table 1a,2017,2,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12478,AVL,JFK,633,14,260.85,AA,0.7132,228.68,AA,0.7132,228.68,"Asheville, NC
(35.595889, -82.550039)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721043112478AVLJFK
Table 1a,2017,2,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,15070,AVL,SWF,633,1,239.17,AA,0.6667,245,DL,0.3333,227.5,"Asheville, NC
(35.595889, -82.550039)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721043115070AVLSWF
Table 1a,2017,2,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12953,AVL,LGA,633,35,241.44,AA,0.5639,229.07,AA,0.5639,229.07,"Asheville, NC
(35.595889, -82.550039)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721043112953AVLLGA
Table 1a,2017,2,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,10874,ATL,CAK,554,369,133.83,DL,0.5691,146.9,WN,0.3981,112.88,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",201721039710874ATLCAK
Table 1a,2017,2,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10397,15304,ATL,TPA,406,1740,151.72,DL,0.5776,169.51,WN,0.3644,127.9,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721039715304ATLTPA
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,15070,ATL,SWF,795,13,219.41,DL,0.5246,226.9,AA,0.4672,210.41,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039715070ATLSWF
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,14908,ATL,SNA,1947,393,354.67,DL,0.7622,369.1,AA,0.108,298.4,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039714908ATLSNA
Table 1a,2017,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14831,ATL,SJC,2139,310,349.18,DL,0.6902,368.31,WN,0.1412,279.92,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721039714831ATLSJC
Table 1a,2017,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14771,ATL,SFO,2139,1559,327.85,DL,0.5498,379.69,F9,0.108,149.09,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721039714771ATLSFO
Table 1a,2017,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,326,204,DL,0.7904,203.39,WN,0.1132,191.61,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721039714307ATLPVD
Table 1a,2017,2,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",10397,14107,ATL,PHX,1587,1392,204.51,DL,0.4841,222.27,WN,0.2334,198.16,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Phoenix, AZ
(30.406931, -87.217578)",201721039714107ATLPHX
Table 1a,2017,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,14098,ATL,PHF,516,79,226.92,DL,0.9306,227.41,AA,0.0542,220.71,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",201721039714098ATLPHF
Table 1a,2017,2,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,13931,ATL,ORF,516,345,245.99,DL,0.8536,247.28,UA,0.0191,181.86,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",201721039713931ATLORF
Table 1a,2017,2,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13930,ATL,ORD,606,2534,172.32,DL,0.4223,190.43,AA,0.2564,161.32,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Chicago, IL
(41.775002, -87.696388)",201721039713930ATLORD
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,13891,ATL,ONT,1947,130,307.45,WN,0.447,270.71,UA,0.1162,249.11,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039713891ATLONT
Table 1a,2017,2,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,13796,ATL,OAK,2139,350,272.14,WN,0.6828,265.35,WN,0.6828,265.35,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721039713796ATLOAK
Table 1a,2017,2,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,13303,ATL,MIA,594,2072,142.78,DL,0.6074,147.22,AA,0.3575,138.66,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721039713303ATLMIA
Table 1a,2017,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,129,194.44,DL,0.6491,182.41,DL,0.6491,182.41,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721039713296ATLMHT
Table 1a,2017,2,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13232,ATL,MDW,606,1607,153.95,WN,0.6514,141.45,WN,0.6514,141.45,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Chicago, IL
(41.775002, -87.696388)",201721039713232ATLMDW
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12954,ATL,LGB,1947,8,303.65,WN,0.4493,227.05,WN,0.4493,227.05,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039712954ATLLGB
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12953,ATL,LGA,795,4696,200.28,DL,0.5426,227.34,WN,0.1873,153.32,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039712953ATLLGA
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12892,ATL,LAX,1947,3435,256.38,DL,0.4141,327.28,WN,0.2045,204.54,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039712892ATLLAX
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12478,ATL,JFK,795,666,227.66,DL,0.9012,231.12,B6,0.0312,159.82,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039712478ATLJFK
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12391,ATL,ISP,795,31,213.14,WN,0.8445,206.5,WN,0.8445,206.5,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039712391ATLISP
Table 1a,2017,2,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12266,ATL,IAH,696,1044,177.67,DL,0.4172,203.18,NK,0.1052,91.86,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Houston, TX
(29.760803, -95.369506)",201721039712266ATLIAH
Table 1a,2017,2,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,12264,ATL,IAD,577,1045,172.74,DL,0.4382,211.49,WN,0.2355,111.36,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721039712264ATLIAD
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12197,ATL,HPN,795,397,239.49,DL,0.9638,238.59,DL,0.9638,238.59,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039712197ATLHPN
Table 1a,2017,2,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12191,ATL,HOU,696,1010,171.39,WN,0.6372,157.1,WN,0.6372,157.1,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Houston, TX
(29.760803, -95.369506)",201721039712191ATLHOU
Table 1a,2017,2,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,11697,ATL,FLL,594,2653,128.24,DL,0.624,137.15,NK,0.1128,88.22,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721039711697ATLFLL
Table 1a,2017,2,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,11618,ATL,EWR,795,1955,241.71,UA,0.4736,223.32,UA,0.4736,223.32,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721039711618ATLEWR
Table 1a,2017,2,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11298,ATL,DFW,731,2283,177.61,AA,0.4751,176.42,AA,0.4751,176.42,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721039711298ATLDFW
Table 1a,2017,2,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,11278,ATL,DCA,577,2598,187.29,DL,0.5533,216.31,WN,0.264,130.88,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721039711278ATLDCA
Table 1a,2017,2,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11259,ATL,DAL,731,1123,161.16,WN,0.6397,152.75,WN,0.6397,152.75,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721039711259ATLDAL
Table 1a,2017,2,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",10397,11066,ATL,CMH,447,771,185.1,DL,0.6721,194.39,WN,0.3005,159.17,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Columbus, OH
(39.962649, -82.996216)",201721039711066ATLCMH
Table 1a,2017,2,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,11042,ATL,CLE,554,808,152.37,DL,0.7549,164.55,NK,0.0892,76.92,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",201721039711042ATLCLE
Table 1a,2017,2,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,10821,ATL,BWI,577,1940,162.36,WN,0.4867,146.57,WN,0.4867,146.57,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721039710821ATLBWI
Table 1a,2017,2,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,10800,ATL,BUR,1947,29,342.95,WN,0.5768,309.55,WN,0.5768,309.55,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721039710800ATLBUR
Table 1a,2017,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2926,154.64,DL,0.4798,185.44,B6,0.3013,121.34,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721039710721ATLBOS
Table 1a,2017,2,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",10158,11697,ACY,FLL,977,386,89.59,NK,1,89.59,NK,1,89.59,"Atlantic City, NJ
(33.748547, -84.391502)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721015811697ACYFLL
Table 1a,2017,2,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,92,203.38,UA,1,203.38,UA,1,203.38,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201721042312266AUSIAH
Table 1a,2017,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,1107,230.85,UA,0.6527,245.71,WN,0.3009,191.45,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721042311618AUSEWR
Table 1a,2017,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,9,289.01,WN,0.9375,289.59,WN,0.9375,289.59,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721042312391AUSISP
Table 1a,2017,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,1061,240.79,DL,0.4611,253.28,B6,0.328,224.45,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721042312478AUSJFK
Table 1a,2017,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,1513,199.36,AA,0.3862,200.15,WN,0.2669,192.45,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721042312892AUSLAX
Table 1a,2017,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,237,254.96,WN,0.3631,223.41,WN,0.3631,223.41,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721042312953AUSLGA
Table 1a,2017,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,252,176.15,B6,0.9503,176.01,DL,0.0161,161.24,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721042312954AUSLGB
Table 1a,2017,2,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,977,411,216.69,WN,0.9741,216.8,DL,0.0222,210.76,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201721042313232AUSMDW
Table 1a,2017,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,40,326.98,WN,0.5592,293.72,WN,0.5592,293.72,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721042313296AUSMHT
Table 1a,2017,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,22,291.07,DL,0.4874,306.96,AA,0.3769,288.97,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721042312197AUSHPN
Table 1a,2017,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,52,235.87,WN,0.8051,232.09,DL,0.0275,199.99,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721042310800AUSBUR
Table 1a,2017,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,388,290.99,WN,0.8271,290.2,DL,0.0795,267.97,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721042310821AUSBWI
Table 1a,2017,2,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,10874,AUS,CAK,1174,20,280.03,DL,0.3778,281.53,UA,0.1222,245.26,"Austin, TX
(30.264979, -97.746598)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",201721042310874AUSCAK
Table 1a,2017,2,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,11042,AUS,CLE,1174,222,193.94,G4,0.3211,82.08,G4,0.3211,82.08,"Austin, TX
(30.264979, -97.746598)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",201721042311042AUSCLE
Table 1a,2017,2,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,660,186.61,WN,1,186.61,WN,1,186.61,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721042311259AUSDAL
Table 1a,2017,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,475,282.45,WN,0.5919,287.16,DL,0.1262,237.4,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721042311278AUSDCA
Table 1a,2017,2,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11298,AUS,DFW,190,408,184.94,AA,0.9876,184.64,AA,0.9876,184.64,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201721042311298AUSDFW
Table 1a,2017,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,543,165.85,WN,0.5526,166.46,B6,0.3341,157.54,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721042311697AUSFLL
Table 1a,2017,2,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,139,202.45,WN,1,202.45,WN,1,202.45,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201721042312191AUSHOU
Table 1a,2017,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,500,227.58,UA,0.6974,261.38,F9,0.2157,100.37,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721042312264AUSIAD
Table 1a,2017,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,223,226.6,AA,0.8683,232.19,UA,0.0814,180.95,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721042313303AUSMIA
Table 1a,2017,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,281,241.65,WN,0.9179,241.72,B6,0.0149,214,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721042313796AUSOAK
Table 1a,2017,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,84,240.32,WN,0.5843,236.71,WN,0.5843,236.71,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721042313891AUSONT
Table 1a,2017,2,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,977,1130,196.58,AA,0.5462,205.39,AA,0.5462,205.39,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201721042313930AUSORD
Table 1a,2017,2,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,678,233.62,WN,0.6124,227.71,WN,0.6124,227.71,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",201721042314107AUSPHX
Table 1a,2017,2,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",10423,14112,AUS,PIE,928,52,73.26,G4,1,73.26,G4,1,73.26,"Austin, TX
(30.264979, -97.746598)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721042314112AUSPIE
Table 1a,2017,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,74,280.69,WN,0.3678,265.85,WN,0.3678,265.85,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201721042314307AUSPVD
Table 1a,2017,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,1192,270.14,UA,0.5301,284.65,VX,0.2675,261.73,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721042314771AUSSFO
Table 1a,2017,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,503,291.22,WN,0.8091,284.43,WN,0.8091,284.43,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721042314831AUSSJC
Table 1a,2017,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,207,249.27,WN,0.521,238.73,WN,0.521,238.73,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721042314908AUSSNA
