tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax,Geocoded_City1,Geocoded_City2
Table 4,2018,1,32337,30559,"Indianapolis, IN","Seattle, WA",24040,224.62,281.41,16030,-56.79,-0.2018,8010,0.4997,"Indianapolis, IN
(39.76845, -86.156212)","Seattle, WA
(47.603229, -122.33028)"
Table 4,2018,1,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",49620,236.92,330.58,35940,-93.66,-0.2833,13680,0.3806,"Indianapolis, IN
(39.76845, -86.156212)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2018,1,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",72710,133.39,205.83,46260,-72.45,-0.352,26450,0.5718,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 4,2018,1,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",95900,187.25,278.54,70150,-91.29,-0.3278,25750,0.3671,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 4,2018,1,33192,33570,"Sacramento, CA","San Diego, CA",187370,121.64,159.69,146600,-38.05,-0.2383,40770,0.2781,"Sacramento, CA
(38.582087, -121.50012)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,1,33198,33570,"Kansas City, MO","San Diego, CA",40810,190.08,251.66,31470,-61.58,-0.2447,9340,0.2968,"Kansas City, MO
(39.099792, -94.578559)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,1,33342,30693,"Milwaukee, WI","Nashville, TN",29090,118.63,237.35,6640,-118.72,-0.5002,22450,3.381,"Milwaukee, WI
(43.041072, -87.909421)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2018,1,33342,33195,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",67100,160,200.7,45930,-40.7,-0.2028,21170,0.4609,"Milwaukee, WI
(43.041072, -87.909421)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2018,1,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",54650,139.67,186.85,41490,-47.19,-0.2526,13160,0.3172,"New Orleans, LA
(29.950621, -90.074948)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2018,1,33495,33214,"New Orleans, LA","San Antonio, TX",26460,162.96,207.24,20600,-44.28,-0.2137,5860,0.2845,"New Orleans, LA
(29.950621, -90.074948)","San Antonio, TX
(29.425173, -98.494599)"
Table 4,2018,1,33570,31123,"San Diego, CA","St. Louis, MO",40140,206.38,268.69,31780,-62.3,-0.2319,8360,0.2631,"San Diego, CA
(32.71576, -117.163817)","St. Louis, MO
(38.630276, -90.200309)"
Table 4,2018,1,33570,33195,"San Diego, CA","Tampa, FL (Metropolitan Area)",32680,243,305.45,24100,-62.45,-0.2044,8580,0.356,"San Diego, CA
(32.71576, -117.163817)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 4,2018,1,33851,31454,"Oklahoma City, OK","Orlando, FL",24410,193.31,259.47,17990,-66.16,-0.255,6420,0.3569,"Oklahoma City, OK
(35.468494, -97.521264)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2018,2,31066,31453,"Columbus, OH","Houston, TX",35190,265.94,337.1,23820,-71.16,-0.2111,11370,0.4773,"Columbus, OH
(39.962649, -82.996216)","Houston, TX
(29.760803, -95.369506)"
Table 4,2018,2,31136,34100,"Jacksonville, FL","Philadelphia, PA",40600,220.98,292.65,29430,-71.67,-0.2449,11170,0.3795,"Jacksonville, FL
(30.325968, -81.65676)","Philadelphia, PA
(39.951061, -75.16562)"
Table 4,2018,2,31295,31453,"Detroit, MI","Houston, TX",86160,197.35,247.67,71480,-50.32,-0.2032,14680,0.2054,"Detroit, MI
(42.332916, -83.047853)","Houston, TX
(29.760803, -95.369506)"
Table 4,2018,2,31295,33570,"Detroit, MI","San Diego, CA",65600,248.7,312.41,48180,-63.71,-0.2039,17420,0.3616,"Detroit, MI
(42.332916, -83.047853)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,2,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",74410,211.14,264.88,57310,-53.74,-0.2029,17100,0.2984,"Houston, TX
(29.760803, -95.369506)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 4,2018,2,31453,33342,"Houston, TX","Milwaukee, WI",34340,201.81,265.38,18190,-63.57,-0.2396,16150,0.8878,"Houston, TX
(29.760803, -95.369506)","Milwaukee, WI
(43.041072, -87.909421)"
Table 4,2018,2,31454,34653,"Orlando, FL","Tulsa, OK",20500,185.44,263.14,13570,-77.7,-0.2953,6930,0.5107,"Orlando, FL
(28.538331, -81.378879)","Tulsa, OK
(61.096484, -160.967455)"
Table 4,2018,2,31650,33570,"Minneapolis/St. Paul, MN","San Diego, CA",82700,205.7,265.29,66550,-59.58,-0.2246,16150,0.2427,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,2,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",48070,213.68,270.59,35810,-56.91,-0.2103,12260,0.3424,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)"
Table 4,2018,2,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",62670,244.06,346.09,37970,-102.03,-0.2948,24700,0.6505,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)"
Table 4,2018,2,32211,33044,"Las Vegas, NV","Louisville, KY",28870,201.69,272.2,20580,-70.51,-0.259,8290,0.4028,"Las Vegas, NV
(36.169202, -115.140597)","Louisville, KY
(38.256078, -85.751569)"
Table 4,2018,2,32211,33244,"Las Vegas, NV","Memphis, TN",33580,171.27,217.18,27780,-45.91,-0.2114,5800,0.2088,"Las Vegas, NV
(36.169202, -115.140597)","Memphis, TN
(35.143378, -90.052136)"
Table 4,2018,2,32211,33316,"Las Vegas, NV","Omaha, NE",49620,165.99,227.68,36520,-61.69,-0.271,13100,0.3587,"Las Vegas, NV
(36.169202, -115.140597)","Omaha, NE
(46.07035, -93.666319)"
Table 4,2018,2,32211,34492,"Las Vegas, NV","Raleigh/Durham, NC",62850,197.49,299.83,42210,-102.35,-0.3414,20640,0.489,"Las Vegas, NV
(36.169202, -115.140597)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2018,2,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",72460,241.76,320.96,51280,-79.2,-0.2468,21180,0.413,"Indianapolis, IN
(39.76845, -86.156212)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 4,2018,2,32457,34689,"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",20540,225.06,355.07,8200,-130.01,-0.3662,12340,1.5049,"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)","Santa Barbara, CA
(34.420867, -119.698342)"
Table 4,2018,2,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",67540,119.7,149.99,44520,-30.3,-0.202,23020,0.5171,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2018,2,33198,33570,"Kansas City, MO","San Diego, CA",48200,192.28,264.68,32190,-72.4,-0.2736,16010,0.4974,"Kansas City, MO
(39.099792, -94.578559)","San Diego, CA
(32.71576, -117.163817)"
Table 4,2018,2,33198,34492,"Kansas City, MO","Raleigh/Durham, NC",30710,171.17,248.47,19890,-77.3,-0.3111,10820,0.544,"Kansas City, MO
(39.099792, -94.578559)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 4,2018,2,33342,30693,"Milwaukee, WI","Nashville, TN",36090,135,232.47,9370,-97.48,-0.4193,26720,2.8516,"Milwaukee, WI
(43.041072, -87.909421)","Nashville, TN
(36.166687, -86.779932)"
Table 4,2018,2,33851,31454,"Oklahoma City, OK","Orlando, FL",27880,181.67,241.2,19620,-59.52,-0.2468,8260,0.421,"Oklahoma City, OK
(35.468494, -97.521264)","Orlando, FL
(28.538331, -81.378879)"
Table 4,2018,3,30140,30325,"Albuquerque, NM","Denver, CO",45280,150.38,189.22,34720,-38.84,-0.2052,10560,0.3042,,
Table 4,2018,3,30140,31454,"Albuquerque, NM","Orlando, FL",18590,195.93,259.49,13370,-63.56,-0.2449,5220,0.3904,,
Table 4,2018,3,30325,31136,"Denver, CO","Jacksonville, FL",40000,194.76,256.47,24570,-61.71,-0.2406,15430,0.628,,
Table 4,2018,4,30279,31453,"Amarillo, TX","Houston, TX",18360,186.02,273.26,13340,-87.23,-0.3192,5020,0.3763,,
Table 4,2018,4,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",50810,149.11,299.27,23980,-150.15,-0.5017,26830,1.1188,,
Table 4,2018,4,30423,31066,"Austin, TX","Columbus, OH",21270,197.21,256.21,14820,-59,-0.2303,6450,0.4352,,
Table 4,2018,4,30599,30325,"Birmingham, AL","Denver, CO",19240,229.41,313.88,14720,-84.47,-0.2691,4520,0.3071,,
Table 4,2018,4,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",21000,123.03,156.37,18500,-33.34,-0.2132,2500,0.1351,,
Table 4,2018,4,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",162070,170.91,248.76,123060,-77.85,-0.3129,39010,0.317,,
Table 4,2018,4,30792,30325,"Buffalo, NY","Denver, CO",19760,188.94,258.44,14420,-69.5,-0.2689,5340,0.3703,,
Table 4,2018,4,30977,34685,"Chicago, IL","Savannah, GA",22380,228.48,334.06,13470,-105.58,-0.316,8910,0.6615,,
Table 4,2018,4,30994,30325,"Charleston, SC","Denver, CO",22910,213.71,283.09,15240,-69.38,-0.2451,7670,0.5033,,
Table 4,2018,4,31066,31453,"Columbus, OH","Houston, TX",42310,208.71,305.42,29450,-96.71,-0.3166,12860,0.4367,,
Table 4,2018,4,31136,32211,"Jacksonville, FL","Las Vegas, NV",28090,221.39,281.91,17630,-60.52,-0.2147,10460,0.5933,,
Table 4,2018,4,31453,33044,"Houston, TX","Louisville, KY",31010,190.68,309.54,16090,-118.85,-0.384,14920,0.9273,,
Table 4,2018,4,31453,33192,"Houston, TX","Sacramento, CA",40120,250.28,315.06,28840,-64.78,-0.2056,11280,0.3911,,
Table 4,2018,4,31454,34321,"Orlando, FL","Portland, ME",19980,170.1,221.55,14930,-51.46,-0.2322,5050,0.3382,,
Table 4,2018,4,31454,34524,"Orlando, FL","Richmond, VA",48870,146.66,185.4,38970,-38.74,-0.209,9900,0.254,,
Table 4,2018,4,32457,34689,"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",23060,218.91,314.34,11950,-95.42,-0.3036,11110,0.9297,,
Table 4,2018,4,33198,34492,"Kansas City, MO","Raleigh/Durham, NC",26270,181.1,241.12,18920,-60.03,-0.249,7350,0.3885,,
Table 4,2018,4,33342,30559,"Milwaukee, WI","Seattle, WA",31120,201.23,255.43,21230,-54.2,-0.2122,9890,0.4658,,
Table 4,2018,4,33342,33570,"Milwaukee, WI","San Diego, CA",25380,197.12,276.97,15670,-79.85,-0.2883,9710,0.6197,,
Table 4,2018,4,34492,33214,"Raleigh/Durham, NC","San Antonio, TX",20570,189.22,264.79,14090,-75.57,-0.2854,6480,0.4599,,
