tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2018,2,127.67,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19393,WN,234990,0.3274,132.18,75,0.183,250,0.0554,0.0777,"San Diego, CA
(32.71576, -117.163817)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20182335703245719393WN
Table 5,2018,2,132.5,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19393,WN,79530,0.1885,124.53,75,0.27,325,0.0537,0.0966,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20182340573245719393WN
Table 5,2018,2,132.5,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19930,AS,103810,0.246,129.5,75,0.2702,225,0.0691,0.0963,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20182340573245719930AS
Table 5,2018,2,321.77,34100,30198,"Philadelphia, PA","Pittsburgh, PA",19805,AA,16570,0.4913,326.05,150,0.0531,450,0.0833,0.0634,"Philadelphia, PA
(39.951061, -75.16562)","Pittsburgh, PA
(40.442169, -79.994945)",20182341003019819805AA
Table 5,2018,2,128.65,34489,30559,"Bend/Redmond, OR","Seattle, WA",19930,AS,8450,0.4106,134.19,75,0.174,250,0.0604,0.1124,"Bend/Redmond, OR
(29.721576, -99.071062)","Seattle, WA
(47.603229, -122.33028)",20182344893055919930AS
Table 5,2018,2,125.92,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19393,WN,11380,0.2757,107.28,75,0.3366,200,0.0808,0,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20182345703245719393WN
Table 5,2018,2,125.92,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19930,AS,6170,0.1495,101.26,75,0.41,175,0.0956,0.0146,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20182345703245719930AS
Table 5,2018,2,264.96,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",19805,AA,7320,0.3684,271.39,150,0.0984,275,0.0833,0.1202,"Knoxville, TN
(35.962631, -83.916677)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20182354123085219805AA
Table 5,2018,2,76.25,35412,34761,"Knoxville, TN","Sanford, FL",20368,G4,9720,0.5049,75.95,75,0.6492,125,0.0936,0,"Knoxville, TN
(35.962631, -83.916677)","Sanford, FL
(37.78008, -122.420168)",20182354123476120368G4
Table 5,2018,3,262.32,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",19805,AA,8070,0.4376,271.94,200,0.1784,350,0.1214,0.0186,,,20183301943142319805AA
Table 5,2018,4,110.71,30189,30466,"Colorado Springs, CO","Phoenix, AZ",20436,F9,8160,0.4503,97.14,75,0.386,150,0.1115,0.0135,,,20184301893046620436F9
Table 5,2018,4,264.45,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",19805,AA,8240,0.4341,268.72,200,0.1432,375,0.1019,0.0073,,,20184301943142319805AA
Table 5,2018,4,268.47,30194,31834,"Dallas/Fort Worth, TX","Fayetteville, AR",19805,AA,9860,0.4935,276.8,175,0.0548,350,0.1075,0.0477,,,20184301943183419805AA
Table 5,2018,4,272.31,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,AA,10730,0.3566,311.91,175,0.055,425,0.0708,0.0587,,,20184301943304419805AA
Table 5,2018,4,265.45,30194,33256,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",19805,AA,9370,0.4987,276.99,175,0.1302,350,0.1718,0.0587,,,20184301943325619805AA
Table 5,2018,4,313.58,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,AA,11680,0.3381,315.95,150,0.107,350,0.2312,0.1533,,,20184302553085219805AA
Table 5,2018,4,264.75,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19790,DL,12300,0.2893,265.48,200,0.1293,400,0.1065,0.0024,,,20184303973105719790DL
Table 5,2018,4,264.75,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19805,AA,8540,0.2009,260.9,175,0.0609,400,0.1007,0.0164,,,20184303973105719805AA
Table 5,2018,4,263.75,30397,33044,"Atlanta, GA (Metropolitan Area)","Louisville, KY",19790,DL,12590,0.4622,269.36,100,0.0802,500,0.0929,0.3423,,,20184303973304419790DL
Table 5,2018,4,269.86,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",19790,DL,17120,0.4647,279.19,100,0.0613,500,0.1051,0.3867,,,20184303973324419790DL
Table 5,2018,4,117.36,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",20368,G4,13510,0.4297,92.5,75,0.4086,150,0.0984,0.0052,,,20184304313246720368G4
Table 5,2018,4,113.51,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",20368,G4,9340,0.4322,86.08,75,0.4797,150,0.0642,0,,,20184304313319520368G4
Table 5,2018,4,87.24,30466,34314,"Phoenix, AZ","Provo, UT",20368,G4,12840,0.4996,87.78,75,0.4766,150,0.0506,0.0055,,,20184304663431420368G4
Table 5,2018,4,118.33,30559,31884,"Seattle, WA","Spokane, WA",19930,AS,52180,0.3993,120.73,75,0.2091,200,0.0517,0.0399,,,20184305593188419930AS
Table 5,2018,4,269.77,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",19393,WN,2520,0.1327,189.17,100,0.0556,250,0.0794,0.1071,,,20184305993246719393WN
Table 5,2018,4,269.77,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",19790,DL,3380,0.178,285.71,150,0.0533,425,0.0562,0.0917,,,20184305993246719790DL
Table 5,2018,4,269.77,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",19805,AA,3710,0.1954,298.53,150,0.0566,350,0.0539,0.1402,,,20184305993246719805AA
Table 5,2018,4,123.03,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",19393,WN,8610,0.41,103.06,75,0.4321,200,0.0592,0.0012,,,20184306473334219393WN
Table 5,2018,4,314.42,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19805,AA,11860,0.4525,317.14,175,0.0818,450,0.1754,0.0312,,,20184306473410019805AA
Table 5,2018,4,131.15,30713,30559,"Boise, ID","Seattle, WA",19790,DL,11640,0.136,122.24,75,0.25,175,0.1091,0.0679,,,20184307133055919790DL
Table 5,2018,4,131.15,30713,30559,"Boise, ID","Seattle, WA",19930,AS,31140,0.3639,132.57,75,0.2283,225,0.07,0.0963,,,20184307133055919930AS
Table 5,2018,4,106.77,30713,31884,"Boise, ID","Spokane, WA",19393,WN,9300,0.2209,95.2,75,0.5215,150,0.0667,0.0387,,,20184307133188419393WN
Table 5,2018,4,106.77,30713,31884,"Boise, ID","Spokane, WA",19930,AS,11270,0.2677,113,75,0.3744,225,0.0878,0.039,,,20184307133188419930AS
Table 5,2018,4,129.15,30713,33192,"Boise, ID","Sacramento, CA",19393,WN,9900,0.3146,124.59,75,0.1101,225,0.0697,0.0525,,,20184307133319219393WN
Table 5,2018,4,129.15,30713,33192,"Boise, ID","Sacramento, CA",19930,AS,5060,0.1608,125.2,75,0.1897,225,0.085,0.0198,,,20184307133319219930AS
Table 5,2018,4,136.28,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",19790,DL,6740,0.119,113.23,75,0.3947,225,0.0564,0.049,,,20184307213079219790DL
Table 5,2018,4,136.28,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",20409,B6,19800,0.3496,137.08,75,0.1682,225,0.1283,0.0662,,,20184307213079220409B6
Table 5,2018,4,360.73,30977,31834,"Chicago, IL","Fayetteville, AR",19805,AA,6520,0.3638,361.2,200,0.1396,650,0.0721,0.1242,,,20184309773183419805AA
Table 5,2018,4,360.73,30977,31834,"Chicago, IL","Fayetteville, AR",19977,UA,2390,0.1334,368.32,200,0.2218,650,0.0837,0.1381,,,20184309773183419977UA
Table 5,2018,4,295.12,30977,32070,"Chicago, IL","Harrisburg, PA",19805,AA,4860,0.2373,307.99,200,0.0823,450,0.0823,0.0267,,,20184309773207019805AA
Table 5,2018,4,295.12,30977,32070,"Chicago, IL","Harrisburg, PA",19977,UA,5240,0.2559,283.33,175,0.0534,375,0.0649,0.0382,,,20184309773207019977UA
Table 5,2018,4,271.97,30977,34653,"Chicago, IL","Tulsa, OK",19805,AA,4920,0.2602,294.8,200,0.2033,400,0.1098,0.0346,,,20184309773465319805AA
Table 5,2018,4,271.97,30977,34653,"Chicago, IL","Tulsa, OK",19977,UA,3520,0.1861,265.47,200,0.2244,400,0.0739,0.0142,,,20184309773465319977UA
Table 5,2018,4,261.82,30977,35096,"Chicago, IL","Syracuse, NY",19805,AA,5000,0.2172,313.68,175,0.072,400,0.192,0.056,,,20184309773509619805AA
Table 5,2018,4,261.82,30977,35096,"Chicago, IL","Syracuse, NY",19977,UA,5440,0.2363,246.63,175,0.1287,400,0.1342,0.0129,,,20184309773509619977UA
Table 5,2018,4,265.57,30994,34100,"Charleston, SC","Philadelphia, PA",19805,AA,7560,0.3416,305.77,225,0.0873,375,0.0688,0.0304,,,20184309943410019805AA
Table 5,2018,4,262.94,31057,30198,"Charlotte, NC","Pittsburgh, PA",19805,AA,14480,0.4546,266.36,175,0.0988,375,0.107,0.0207,,,20184310573019819805AA
Table 5,2018,4,273.76,31057,30529,"Charlotte, NC","Hartford, CT",19805,AA,16490,0.4653,279.95,175,0.114,350,0.0503,0.0582,,,20184310573052919805AA
Table 5,2018,4,268.15,31057,31066,"Charlotte, NC","Columbus, OH",19805,AA,8950,0.4301,280.05,175,0.0883,375,0.1542,0.0268,,,20184310573106619805AA
Table 5,2018,4,277.59,31057,31123,"Charlotte, NC","St. Louis, MO",19805,AA,11620,0.4187,291.64,175,0.0757,350,0.0611,0.0585,,,20184310573112319805AA
Table 5,2018,4,263.48,31057,32337,"Charlotte, NC","Indianapolis, IN",19805,AA,11460,0.4176,270.43,175,0.0716,375,0.1021,0.0244,,,20184310573233719805AA
Table 5,2018,4,260.84,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",19805,AA,37730,0.4766,263.4,150,0.0639,475,0.0512,0.1015,,,20184310573246719805AA
Table 5,2018,4,269.75,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",19805,AA,18890,0.4572,278.61,150,0.0513,400,0.0572,0.1239,,,20184310573319519805AA
Table 5,2018,4,284.06,31057,33244,"Charlotte, NC","Memphis, TN",19805,AA,9610,0.4607,290.2,175,0.0874,450,0.051,0.0406,,,20184310573324419805AA
Table 5,2018,4,263,31057,33342,"Charlotte, NC","Milwaukee, WI",19805,AA,7150,0.3933,278.63,175,0.1231,400,0.0587,0.035,,,20184310573334219805AA
Table 5,2018,4,264.6,31057,33495,"Charlotte, NC","New Orleans, LA",19805,AA,12350,0.4423,266.3,175,0.0947,300,0.0672,0.0413,,,20184310573349519805AA
Table 5,2018,4,300.22,31057,34027,"Charlotte, NC","West Palm Beach/Palm Beach, FL",19805,AA,8780,0.472,306.6,175,0.0843,500,0.0638,0.0478,,,20184310573402719805AA
Table 5,2018,4,289.09,31066,34100,"Columbus, OH","Philadelphia, PA",19805,AA,12580,0.4509,296.29,200,0.1232,425,0.066,0.0183,,,20184310663410019805AA
Table 5,2018,4,121.07,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",20416,NK,10290,0.3004,90.94,75,0.4334,125,0.1535,0.0019,,,20184311353170320416NK
Table 5,2018,4,127.8,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19393,WN,9930,0.1431,95.41,75,0.4743,175,0.1007,0,,,20184311363246719393WN
Table 5,2018,4,127.8,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19805,AA,12060,0.1738,165.93,100,0.0572,250,0.0589,0.0249,,,20184311363246719805AA
Table 5,2018,4,127.8,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",20409,B6,12410,0.1789,114.51,75,0.2571,200,0.083,0.0274,,,20184311363246720409B6
Table 5,2018,4,306.52,31453,33158,"Houston, TX","Midland/Odessa, TX",19393,WN,17680,0.2534,261.87,150,0.1544,400,0.0945,0.0011,,,20184314533315819393WN
Table 5,2018,4,306.52,31453,33158,"Houston, TX","Midland/Odessa, TX",19977,UA,16050,0.23,346.62,175,0.0748,400,0.0598,0.091,,,20184314533315819977UA
Table 5,2018,4,106.99,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,10840,0.4394,89.76,75,0.3994,150,0.1024,0,,,20184316383221120368G4
Table 5,2018,4,266.82,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19790,DL,10960,0.4034,274.67,125,0.0511,350,0.0547,0.1925,,,20184316503019819790DL
Table 5,2018,4,137.51,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,WN,155640,0.266,139.21,75,0.1884,325,0.0715,0.1399,,,20184322113245719393WN
Table 5,2018,4,123.95,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,WN,145900,0.2462,137.3,75,0.2308,275,0.082,0.1779,,,20184322113257519393WN
Table 5,2018,4,129.68,32211,33570,"Las Vegas, NV","San Diego, CA",19393,WN,50740,0.3714,136.77,75,0.2296,275,0.1009,0.163,,,20184322113357019393WN
Table 5,2018,4,93.71,32211,34716,"Las Vegas, NV","Stockton, CA",20368,G4,11770,0.5013,93.99,75,0.3636,150,0.0943,0,,,20184322113471620368G4
Table 5,2018,4,312.62,32337,34100,"Indianapolis, IN","Philadelphia, PA",19805,AA,13600,0.427,317.45,225,0.0926,400,0.1706,0.0147,,,20184323373410019805AA
Table 5,2018,4,133.85,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19393,WN,8820,0.1312,108.8,75,0.3628,200,0.102,0,,,20184324673145419393WN
Table 5,2018,4,133.85,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19805,AA,22860,0.3401,151.59,75,0.0818,200,0.0525,0.0836,,,20184324673145419805AA
Table 5,2018,4,102.26,32544,32467,"Concord, NC","Miami, FL (Metropolitan Area)",20368,G4,10020,0.505,103.11,75,0.3553,175,0.0729,0.025,,,20184325443246720368G4
Table 5,2018,4,132.86,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19393,WN,624980,0.2826,134.43,75,0.2061,275,0.0562,0.1063,,,20184325753245719393WN
Table 5,2018,4,137.3,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",19393,WN,243740,0.4062,139.78,75,0.2405,275,0.0719,0.1806,,,20184325753319219393WN
Table 5,2018,4,95.08,33105,34761,"Cincinnati, OH","Sanford, FL",20368,G4,9780,0.5075,95.88,75,0.3691,175,0.0593,0.0041,,,20184331053476120368G4
Table 5,2018,4,122.12,33192,33570,"Sacramento, CA","San Diego, CA",19393,WN,90980,0.4296,122.35,75,0.2235,225,0.0558,0.0422,,,20184331923357019393WN
Table 5,2018,4,122.29,33264,30559,"Medford, OR","Seattle, WA",19790,DL,2470,0.1275,107.9,75,0.2672,175,0.0931,0.0202,,,20184332643055919790DL
Table 5,2018,4,122.29,33264,30559,"Medford, OR","Seattle, WA",19930,AS,7090,0.3658,122.81,75,0.2313,200,0.0564,0.0635,,,20184332643055919930AS
Table 5,2018,4,138.74,33342,30693,"Milwaukee, WI","Nashville, TN",19393,WN,11530,0.4086,129.55,75,0.1943,225,0.0876,0.0304,,,20184333423069319393WN
Table 5,2018,4,321.36,33342,34100,"Milwaukee, WI","Philadelphia, PA",19805,AA,7570,0.3781,330.83,225,0.0978,550,0.0581,0.0145,,,20184333423410019805AA
Table 5,2018,4,264.14,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",19790,DL,7080,0.3176,275.1,125,0.0523,350,0.0763,0.1681,,,20184334853085219790DL
Table 5,2018,4,264.14,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",19977,UA,2500,0.1122,248.52,150,0.056,300,0.104,0.048,,,20184334853085219977UA
Table 5,2018,4,127.4,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19393,WN,236250,0.3279,126.58,75,0.2133,200,0.0886,0.0649,,,20184335703245719393WN
Table 5,2018,4,134.62,34057,30559,"Portland, OR","Seattle, WA",19930,AS,33240,0.4197,134.76,75,0.1823,225,0.0557,0.0563,,,20184340573055919930AS
Table 5,2018,4,139.85,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19393,WN,72850,0.1761,132.41,75,0.2518,325,0.0541,0.1304,,,20184340573245719393WN
Table 5,2018,4,139.85,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19930,AS,96990,0.2345,138.3,75,0.252,200,0.0505,0.1398,,,20184340573245719930AS
Table 5,2018,4,321.63,34100,30198,"Philadelphia, PA","Pittsburgh, PA",19805,AA,15640,0.483,327.28,175,0.0729,450,0.0575,0.0748,,,20184341003019819805AA
Table 5,2018,4,130.57,34252,30559,"Pasco/Kennewick/Richland, WA","Seattle, WA",19930,AS,9030,0.4062,125.61,75,0.124,225,0.052,0.0255,,,20184342523055919930AS
Table 5,2018,4,124.8,34489,30559,"Bend/Redmond, OR","Seattle, WA",19930,AS,7880,0.418,123.13,75,0.2119,200,0.0622,0.047,,,20184344893055919930AS
Table 5,2018,4,128.2,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19393,WN,13250,0.2722,107.1,75,0.36,200,0.083,0,,,20184345703245719393WN
Table 5,2018,4,128.2,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19930,AS,6220,0.1278,113.69,75,0.2958,175,0.1994,0.0305,,,20184345703245719930AS
Table 5,2018,4,128.2,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19977,UA,4920,0.1011,198.08,100,0.0569,250,0.0854,0.0752,,,20184345703245719977UA
Table 5,2018,4,131.88,35412,33195,"Knoxville, TN","Tampa, FL (Metropolitan Area)",20368,G4,7640,0.3782,83.07,75,0.517,150,0.0589,0,,,20184354123319520368G4
Table 5,2018,4,88.28,35412,34761,"Knoxville, TN","Sanford, FL",20368,G4,11240,0.4987,88.44,75,0.468,150,0.0738,0.0009,,,20184354123476120368G4
