tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,cur_passengers,cur_fare,ly_fare,ly_passengers,amount_change,percent_change,amount_change_pax,percent_change_pax,Geocoded_City1,Geocoded_City2
Table 3,2017,4,31066,34100,"Columbus, OH","Philadelphia, PA",26260,305.45,264.25,29850,41.19,0.1559,-3590,-0.1203,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,4,31295,30466,"Detroit, MI","Phoenix, AZ",116000,239.73,201.53,119510,38.2,0.1895,-3510,-0.0294,"Detroit, MI
(42.332916, -83.047853)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2017,4,31295,30529,"Detroit, MI","Hartford, CT",26350,251.05,210.13,28180,40.92,0.1947,-1830,-0.0649,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)"
Table 3,2017,4,31295,31714,"Detroit, MI","Fort Myers, FL",86560,225.71,196.17,94830,29.53,0.1505,-8270,-0.0872,"Detroit, MI
(42.332916, -83.047853)","Fort Myers, FL
(40.253979, -103.801495)"
Table 3,2017,4,31295,34100,"Detroit, MI","Philadelphia, PA",67120,217.15,182.68,64530,34.47,0.1887,2590,0.0401,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",316790,226.05,196.19,337700,29.85,0.1522,-20910,-0.0619,"Houston, TX
(29.760803, -95.369506)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 3,2017,4,31603,30466,"Eugene, OR","Phoenix, AZ",16990,165.19,137.23,12340,27.96,0.2038,4650,0.3768,"Eugene, OR
(37.533089, -75.823024)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2017,4,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",291660,171.71,146.55,300880,25.16,0.1716,-9220,-0.0306,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 3,2017,4,32337,34100,"Indianapolis, IN","Philadelphia, PA",33110,302.64,262.61,34080,40.02,0.1524,-970,-0.0285,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,4,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",84440,135.04,115.98,80710,19.06,0.1644,3730,0.0462,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 3,2017,4,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",127250,285.91,239.99,128400,45.92,0.1914,-1150,-0.009,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Nashville, TN
(36.166687, -86.779932)"
Table 3,2017,4,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",26810,326.41,281.3,28010,45.12,0.1604,-1200,-0.0428,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Louisville, KY
(38.256078, -85.751569)"
Table 3,2017,4,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",475370,144.6,123.65,475610,20.95,0.1694,-240,-0.0005,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Portland, OR
(45.516018, -122.681425)"
Table 3,2017,4,33198,30693,"Kansas City, MO","Nashville, TN",33260,210.98,181.14,36180,29.84,0.1647,-2920,-0.0807,"Kansas City, MO
(39.099792, -94.578559)","Nashville, TN
(36.166687, -86.779932)"
Table 3,2017,4,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",37580,196.96,168.57,40940,28.39,0.1684,-3360,-0.0821,"Milwaukee, WI
(43.041072, -87.909421)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3,2017,4,33342,34100,"Milwaukee, WI","Philadelphia, PA",21960,287.99,239.62,21620,48.37,0.2018,340,0.0157,"Milwaukee, WI
(43.041072, -87.909421)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2017,4,34057,30559,"Portland, OR","Seattle, WA",72320,151.83,114.21,76570,37.62,0.3294,-4250,-0.0555,"Portland, OR
(45.516018, -122.681425)","Seattle, WA
(47.603229, -122.33028)"
Table 3,2017,4,34252,30559,"Pasco/Kennewick/Richland, WA","Seattle, WA",17110,157.78,131.76,18560,26.02,0.1974,-1450,-0.0781,"Pasco/Kennewick/Richland, WA
(37.123874, -76.391902)","Seattle, WA
(47.603229, -122.33028)"
Table 3,2017,4,34614,30559,"Salt Lake City, UT","Seattle, WA",91220,209.67,178.74,96160,30.93,0.173,-4940,-0.0514,"Salt Lake City, UT
(40.758478, -111.888142)","Seattle, WA
(47.603229, -122.33028)"
Table 3,2018,1,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",258210,170.92,140.21,264030,30.71,0.219,-5820,-0.022,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Denver, CO
(39.738453, -104.984853)"
Table 3,2018,1,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",190160,223.68,176.6,212290,47.09,0.2666,-22130,-0.1042,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2018,1,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",226050,190.53,164.46,271850,26.07,0.1585,-45800,-0.1685,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Las Vegas, NV
(36.169202, -115.140597)"
Table 3,2018,1,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",67680,253.94,198.22,68440,55.73,0.2811,-760,-0.0111,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 3,2018,1,30257,30977,"Albany, NY","Chicago, IL",18730,255.71,209.15,22010,46.56,0.2226,-3280,-0.149,"Albany, NY
(42.651242, -73.755418)","Chicago, IL
(41.775002, -87.696388)"
Table 3,2018,1,30325,30466,"Denver, CO","Phoenix, AZ",331450,151.24,125.84,318630,25.41,0.2019,12820,0.0402,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2018,1,30325,33244,"Denver, CO","Memphis, TN",24010,204.06,171.09,24680,32.97,0.1927,-670,-0.0272,"Denver, CO
(39.738453, -104.984853)","Memphis, TN
(35.143378, -90.052136)"
Table 3,2018,4,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",360460,176.7,146.31,365570,30.39,0.2077,-5110,-0.014,,
Table 3,2018,1,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",111620,243.22,201.09,116210,42.13,0.2095,-4590,-0.0395,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2018,1,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",80440,162.49,141.08,84870,21.41,0.1518,-4430,-0.0522,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
Table 3,2018,1,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",384930,187.13,158.93,425580,28.2,0.1774,-40650,-0.0955,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2018,1,30397,34492,"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",85450,208.28,173.6,92850,34.68,0.1998,-7400,-0.0797,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 3,2018,1,30397,34986,"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",15130,265.92,222.54,17180,43.38,0.1949,-2050,-0.1193,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Sarasota/Bradenton, FL
(27.336483, -82.538602)"
Table 3,2018,1,30466,30559,"Phoenix, AZ","Seattle, WA",268140,180.49,150.84,269110,29.64,0.1965,-970,-0.0036,"Phoenix, AZ
(30.406931, -87.217578)","Seattle, WA
(47.603229, -122.33028)"
Table 3,2018,1,30466,31123,"Phoenix, AZ","St. Louis, MO",71400,225.55,177.48,83630,48.07,0.2708,-12230,-0.1462,"Phoenix, AZ
(30.406931, -87.217578)","St. Louis, MO
(38.630276, -90.200309)"
Table 3,2018,1,30466,34057,"Phoenix, AZ","Portland, OR",148720,186.5,151.16,156840,35.34,0.2338,-8120,-0.0518,"Phoenix, AZ
(30.406931, -87.217578)","Portland, OR
(45.516018, -122.681425)"
Table 3,2018,2,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",279590,169.96,143,274570,26.97,0.1886,5020,0.0183,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Denver, CO
(39.738453, -104.984853)"
Table 3,2018,2,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",53030,208.14,167.01,65470,41.13,0.2463,-12440,-0.19,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Milwaukee, WI
(43.041072, -87.909421)"
Table 3,2018,2,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",85490,248.49,213.63,82860,34.86,0.1632,2630,0.0317,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 3,2018,2,30325,31423,"Denver, CO","Des Moines, IA",20440,222.08,162.9,27440,59.18,0.3633,-7000,-0.2551,"Denver, CO
(39.738453, -104.984853)","Des Moines, IA
(41.588822, -93.620309)"
Table 3,2018,2,30325,33214,"Denver, CO","San Antonio, TX",67540,191.23,155.7,74710,35.53,0.2282,-7170,-0.096,"Denver, CO
(39.738453, -104.984853)","San Antonio, TX
(29.425173, -98.494599)"
Table 3,2018,2,30325,33244,"Denver, CO","Memphis, TN",29740,196.72,163.54,27760,33.18,0.2029,1980,0.0713,"Denver, CO
(39.738453, -104.984853)","Memphis, TN
(35.143378, -90.052136)"
Table 3,2018,2,30325,33485,"Denver, CO","Madison, WI",22990,206.28,169.75,26100,36.54,0.2152,-3110,-0.1192,"Denver, CO
(39.738453, -104.984853)","Madison, WI
(43.073926, -89.385244)"
Table 3,2018,2,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",120650,244.29,204.51,126690,39.78,0.1945,-6040,-0.0477,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2018,2,30397,31995,"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",22100,220,188.79,23040,31.21,0.1653,-940,-0.0408,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Greensboro/High Point, NC
(36.072701, -79.793899)"
Table 3,2018,2,30466,30559,"Phoenix, AZ","Seattle, WA",268270,185.11,155.41,268950,29.69,0.1911,-680,-0.0025,"Phoenix, AZ
(30.406931, -87.217578)","Seattle, WA
(47.603229, -122.33028)"
Table 3,2018,2,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",98470,168.37,143.42,109990,24.94,0.1739,-11520,-0.1047,"Hartford, CT
(41.765775, -72.673356)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2018,2,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",43880,288.03,242.45,40370,45.59,0.188,3510,0.087,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Houston, TX
(29.760803, -95.369506)"
Table 3,2018,2,30647,32457,"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",59000,327.07,278.08,65290,48.99,0.1762,-6290,-0.0963,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 3,2018,2,30647,33570,"Cleveland, OH (Metropolitan Area)","San Diego, CA",24140,289.3,244.11,25850,45.19,0.1851,-1710,-0.0662,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","San Diego, CA
(32.71576, -117.163817)"
Table 3,2018,2,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",284580,193.67,128.37,331310,65.3,0.5087,-46730,-0.141,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3,2018,2,30977,33495,"Chicago, IL","New Orleans, LA",132320,192,165.09,142210,26.91,0.163,-9890,-0.0696,"Chicago, IL
(41.775002, -87.696388)","New Orleans, LA
(29.950621, -90.074948)"
Table 3,2018,2,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",38020,262.76,216.99,43570,45.77,0.2109,-5550,-0.1274,"Charlotte, NC
(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)"
Table 3,2018,2,31057,34100,"Charlotte, NC","Philadelphia, PA",73650,263.08,226.29,77830,36.8,0.1626,-4180,-0.0537,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2018,1,30559,30436,"Seattle, WA","Tucson, AZ",35750,206.38,170.07,38190,36.31,0.2135,-2440,-0.0639,"Seattle, WA
(47.603229, -122.33028)","Tucson, AZ
(35.167852, -103.726151)"
Table 3,2018,1,30599,30977,"Birmingham, AL","Chicago, IL",24350,237.18,198.04,26900,39.14,0.1976,-2550,-0.0948,"Birmingham, AL
(33.522859, -86.807705)","Chicago, IL
(41.775002, -87.696388)"
Table 3,2018,1,30693,30466,"Nashville, TN","Phoenix, AZ",46280,267.78,218.41,52660,49.38,0.2261,-6380,-0.1212,"Nashville, TN
(36.166687, -86.779932)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2018,1,30693,31703,"Nashville, TN","New York City, NY (Metropolitan Area)",149980,231.22,199.75,146560,31.47,0.1576,3420,0.0233,"Nashville, TN
(36.166687, -86.779932)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3,2018,1,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",98900,136.47,117.7,114490,18.77,0.1594,-15590,-0.1362,"Buffalo, NY
(39.945422, -78.64671)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3,2018,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",32660,233.96,202.11,35550,31.85,0.1576,-2890,-0.0813,"Buffalo, NY
(39.945422, -78.64671)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 3,2018,1,30977,30852,"Chicago, IL","Washington, DC (Metropolitan Area)",372250,203.82,164.91,417520,38.92,0.236,-45270,-0.1084,"Chicago, IL
(41.775002, -87.696388)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2018,1,30977,31453,"Chicago, IL","Houston, TX",206020,206.38,178.41,230730,27.97,0.1568,-24710,-0.1071,"Chicago, IL
(41.775002, -87.696388)","Houston, TX
(29.760803, -95.369506)"
Table 3,2018,1,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",257870,144.4,123.25,253050,21.15,0.1716,4820,0.019,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3,2018,1,30977,32457,"Chicago, IL","San Francisco, CA (Metropolitan Area)",333640,279.8,219.68,358950,60.12,0.2737,-25310,-0.0705,"Chicago, IL
(41.775002, -87.696388)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 3,2018,1,30977,33495,"Chicago, IL","New Orleans, LA",107100,202.65,172.15,120480,30.5,0.1772,-13380,-0.1111,"Chicago, IL
(41.775002, -87.696388)","New Orleans, LA
(29.950621, -90.074948)"
Table 3,2018,1,30977,34614,"Chicago, IL","Salt Lake City, UT",88970,255.7,203.06,96960,52.64,0.2592,-7990,-0.0824,"Chicago, IL
(41.775002, -87.696388)","Salt Lake City, UT
(40.758478, -111.888142)"
Table 3,2018,1,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",335730,154.18,130.65,343570,23.53,0.1801,-7840,-0.0228,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3,2018,1,31057,34027,"Charlotte, NC","West Palm Beach/Palm Beach, FL",19500,306.38,265.66,19880,40.72,0.1533,-380,-0.0191,"Charlotte, NC
(35.222936, -80.840161)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
Table 3,2018,1,31057,34100,"Charlotte, NC","Philadelphia, PA",59990,278.94,233.9,60760,45.04,0.1926,-770,-0.0127,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2018,1,31136,31703,"Jacksonville, FL","New York City, NY (Metropolitan Area)",127440,193.64,167.59,130030,26.05,0.1554,-2590,-0.0199,"Jacksonville, FL
(30.325968, -81.65676)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3,2018,1,31295,30466,"Detroit, MI","Phoenix, AZ",125380,245.62,196.31,134000,49.31,0.2512,-8620,-0.0643,"Detroit, MI
(42.332916, -83.047853)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2018,4,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",42510,264.75,228.47,39510,36.28,0.1588,3000,0.0759,,
Table 3,2018,1,31295,30529,"Detroit, MI","Hartford, CT",16700,270.21,199.56,21380,70.65,0.354,-4680,-0.2189,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)"
Table 3,2018,1,31295,34100,"Detroit, MI","Philadelphia, PA",45490,274.51,156.17,59540,118.35,0.7578,-14050,-0.236,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2018,1,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",136330,220.07,187.6,144470,32.47,0.1731,-8140,-0.0563,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2018,1,31650,34027,"Minneapolis/St. Paul, MN","West Palm Beach/Palm Beach, FL",18800,229.48,197.67,26810,31.81,0.1609,-8010,-0.2988,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
Table 3,2018,1,31650,34100,"Minneapolis/St. Paul, MN","Philadelphia, PA",55100,340.35,269.11,44390,71.25,0.2648,10710,0.2413,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2018,1,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",225640,160.37,129.71,235650,30.67,0.2364,-10010,-0.0425,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 3,2018,1,31714,30852,"Fort Myers, FL","Washington, DC (Metropolitan Area)",123190,194.68,155.71,129680,38.97,0.2502,-6490,-0.05,"Fort Myers, FL
(40.253979, -103.801495)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2018,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",1494240,185.75,158.7,1539970,27.06,0.1705,-45730,-0.0297,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3,2018,1,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",78510,155.41,125.23,85440,30.19,0.2411,-6930,-0.0811,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)"
Table 3,2018,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",651660,155.55,134.99,668530,20.57,0.1524,-16870,-0.0252,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)"
Table 3,2018,1,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",195270,254.3,208.06,200230,46.23,0.2222,-4960,-0.0248,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)"
Table 3,2018,1,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",414130,145.15,123.04,418140,22.11,0.1797,-4010,-0.0096,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Portland, OR
(45.516018, -122.681425)"
Table 3,2018,1,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",262730,178.82,145.81,290870,33.01,0.2264,-28140,-0.0967,"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2018,1,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",97880,209.17,171.71,112320,37.45,0.2181,-14440,-0.1286,"Kansas City, MO
(39.099792, -94.578559)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)"
Table 3,2018,1,33342,33570,"Milwaukee, WI","San Diego, CA",16220,257.7,219.71,26010,37.99,0.1729,-9790,-0.3764,"Milwaukee, WI
(43.041072, -87.909421)","San Diego, CA
(32.71576, -117.163817)"
Table 3,2018,1,34025,34761,"Plattsburgh, NY","Sanford, FL",19080,137.62,108.9,15480,28.72,0.2637,3600,0.2326,"Plattsburgh, NY
(44.699668, -73.451807)","Sanford, FL
(37.78008, -122.420168)"
Table 3,2018,1,34100,34027,"Philadelphia, PA","West Palm Beach/Palm Beach, FL",79950,197.76,157.93,88100,39.83,0.2522,-8150,-0.0925,"Philadelphia, PA
(39.951061, -75.16562)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)"
Table 3,2018,1,34262,34057,"Palm Springs, CA","Portland, OR",35520,219.37,189.2,37450,30.17,0.1595,-1930,-0.0515,"Palm Springs, CA
(33.830302, -116.546843)","Portland, OR
(45.516018, -122.681425)"
Table 3,2018,2,31295,30466,"Detroit, MI","Phoenix, AZ",119660,230.23,190.64,134110,39.59,0.2077,-14450,-0.1078,"Detroit, MI
(42.332916, -83.047853)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2018,2,31295,34100,"Detroit, MI","Philadelphia, PA",74100,201.57,166.83,78150,34.74,0.2082,-4050,-0.0518,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2018,2,31453,33495,"Houston, TX","New Orleans, LA",133980,182.98,145.01,141140,37.97,0.2618,-7160,-0.0507,"Houston, TX
(29.760803, -95.369506)","New Orleans, LA
(29.950621, -90.074948)"
Table 3,2018,2,31453,34100,"Houston, TX","Philadelphia, PA",88800,293.07,245.92,95220,47.15,0.1917,-6420,-0.0674,"Houston, TX
(29.760803, -95.369506)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2018,2,31454,33570,"Orlando, FL","San Diego, CA",69890,222.23,192.02,73730,30.22,0.1574,-3840,-0.0521,"Orlando, FL
(28.538331, -81.378879)","San Diego, CA
(32.71576, -117.163817)"
Table 3,2018,2,31650,34100,"Minneapolis/St. Paul, MN","Philadelphia, PA",68000,257.03,219.76,78880,37.27,0.1696,-10880,-0.1379,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Philadelphia, PA
(39.951061, -75.16562)"
Table 3,2018,2,31714,30852,"Fort Myers, FL","Washington, DC (Metropolitan Area)",89030,193.5,164.91,106590,28.59,0.1734,-17560,-0.1647,"Fort Myers, FL
(40.253979, -103.801495)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2018,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",106370,157.24,132.64,106140,24.6,0.1855,230,0.0022,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Reno, NV
(30.177159, -95.162771)"
Table 3,2018,2,33105,30466,"Cincinnati, OH","Phoenix, AZ",44310,179.27,149.73,42580,29.54,0.1973,1730,0.0406,"Cincinnati, OH
(39.104427, -84.513808)","Phoenix, AZ
(30.406931, -87.217578)"
Table 3,2018,2,33105,31453,"Cincinnati, OH","Houston, TX",36910,238.81,195.4,35320,43.41,0.2222,1590,0.045,"Cincinnati, OH
(39.104427, -84.513808)","Houston, TX
(29.760803, -95.369506)"
Table 3,2018,2,33105,32457,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)",57020,269.2,233.45,54530,35.75,0.1531,2490,0.0457,"Cincinnati, OH
(39.104427, -84.513808)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)"
Table 3,2018,2,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",275360,184.22,150.74,305090,33.48,0.2221,-29730,-0.0974,"Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)"
Table 3,2018,2,33316,34057,"Omaha, NE","Portland, OR",19070,237.94,204.81,18650,33.13,0.1618,420,0.0225,"Omaha, NE
(46.07035, -93.666319)","Portland, OR
(45.516018, -122.681425)"
Table 3,2018,2,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",64720,210.89,162.94,71900,47.95,0.2942,-7180,-0.0999,"Philadelphia, PA
(39.951061, -75.16562)","Raleigh/Durham, NC
(42.673348, -72.179683)"
Table 3,2018,4,30397,33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",98690,180.01,149.47,92920,30.54,0.2044,5770,0.0621,,
Table 3,2018,2,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",34720,218.83,170.45,35760,48.38,0.2839,-1040,-0.0291,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)"
Table 3,2018,3,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",22530,257.95,202.84,28500,55.11,0.2717,-5970,-0.2095,,
Table 3,2018,3,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",71450,218.32,173.43,68740,44.89,0.2589,2710,0.0394,,
Table 3,2018,3,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",295960,178.97,146.16,310860,32.81,0.2245,-14900,-0.0479,,
Table 3,2018,3,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",364920,225.35,190.91,379770,34.44,0.1804,-14850,-0.0391,,
Table 3,2018,3,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",56280,207.08,151.31,68100,55.77,0.3686,-11820,-0.1736,,
Table 3,2018,3,30194,33851,"Dallas/Fort Worth, TX","Oklahoma City, OK",21950,187.47,155.89,23210,31.58,0.2026,-1260,-0.0543,,
Table 3,2018,3,30325,30198,"Denver, CO","Pittsburgh, PA",73530,209.12,171.33,72390,37.79,0.2206,1140,0.0158,,
Table 3,2018,3,30325,30466,"Denver, CO","Phoenix, AZ",259750,147.66,124.73,275560,22.92,0.1838,-15810,-0.0574,,
Table 3,2018,3,30325,30693,"Denver, CO","Nashville, TN",96360,204.54,169.14,100170,35.4,0.2093,-3810,-0.038,,
Table 3,2018,3,30325,31123,"Denver, CO","St. Louis, MO",120480,172.98,150.04,117370,22.94,0.1529,3110,0.0265,,
Table 3,2018,3,30325,31423,"Denver, CO","Des Moines, IA",25940,195.06,165,27490,30.07,0.1822,-1550,-0.0564,,
Table 3,2018,3,30325,31453,"Denver, CO","Houston, TX",224660,206.18,178.42,201580,27.76,0.1556,23080,0.1145,,
Table 3,2018,3,30325,31454,"Denver, CO","Orlando, FL",150130,187.19,156.08,156360,31.11,0.1993,-6230,-0.0398,,
